	Kingdom	Phylum	Class	Order	Family	Genus	Species	Blast	Annotated
ASV137	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Order_Chloroplast	Order_Chloroplast		"Xylosma congesta chloroplast, complete genome"	Order_Chloroplast
ASV138	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Order_Corynebacteriales	Order_Corynebacteriales		"Uncultured bacterium clone 1716 16S ribosomal RNA gene, partial sequence"	Order_Corynebacteriales
ASV139	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	Family_JG30-KF-CM45		Uncultured Chloroflexi bacterium 16S rRNA gene from clone QEDT2BD06	Family_JG30-KF-CM45
ASV140	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia		"Uncultured bacterium clone A1046 16S ribosomal RNA gene, partial sequence"	Massilia
ASV141	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Xylophilus		"Uncultured bacterium clone A1808 16S ribosomal RNA gene, partial sequence"	Xylophilus
ASV142	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter		"Bacterium strain BS0144 16S ribosomal RNA gene, partial sequence"	Acinetobacter
ASV143	Bacteria	Cyanobacteria	Vampirivibrionia	Obscuribacterales	Obscuribacteraceae	Candidatus Obscuribacter		"Uncultured bacterium clone ASBud39 16S ribosomal RNA gene, partial sequence"	Candidatus Obscuribacter
ASV144	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia-Caballeronia-Paraburkholderia		"Burkholderia sp. strain PSB3 16S ribosomal RNA gene, partial sequence"	Burkholderia-Caballeronia-Paraburkholderia
ASV145	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus		"Uncultured bacterium clone OTU_47 16S ribosomal RNA gene, partial sequence"	Paracoccus
ASV146	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	Family_Parachlamydiaceae		"Uncultured bacterium clone CP_Otu2249 16S ribosomal RNA gene, partial sequence"	Family_Parachlamydiaceae
ASV147	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Bosea		"Uncultured bacterium clone A894 16S ribosomal RNA gene, partial sequence"	Bosea
ASV148	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Order_Chloroplast	Order_Chloroplast		"Paris tetraphylla chloroplast, complete genome"	Order_Chloroplast
ASV149	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Dermacoccaceae	Kytococcus	sedentarius	"Kytococcus sedentarius strain 190306H132 16S ribosomal RNA gene, partial sequence"	Kytococcus
ASV150	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Jeotgalicoccus		"Jeotgalicoccus sp. strain 3a6R-BL04 16S ribosomal RNA gene, partial sequence"	Jeotgalicoccus
ASV151	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter		"Acinetobacter albensis strain BaTD-247 16S ribosomal RNA gene, partial sequence"	Acinetobacter
ASV152	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Family_Mitochondria		"Lotus japonicus B-129 mitochondrial DNA, complete genome"	Family_Mitochondria
ASV153	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus		"Lactobacillus kunkeei strain G1-6-12 16S ribosomal RNA gene, partial sequence"	Lactobacillus kunkeei
ASV154	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Fructobacillus		"Fructobacillus fructosus strain Montana 14 16S ribosomal RNA gene, partial sequence"	Fructobacillus
ASV155	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Family_Mitochondria		"Salix paraflabellaris mitochondrion, complete genome"	Family_Mitochondria
ASV156	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Micrococcus	lylae	"Micrococcus lylae strain EGI316 16S ribosomal RNA gene, partial sequence"	Micrococcus
ASV157	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium		"Microbacterium sp. strain BGP17 16S ribosomal RNA gene, partial sequence"	Microbacterium
ASV158	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Intrasporangiaceae	Ornithinicoccus		"Uncultured bacterium clone LL143-3G10 16S ribosomal RNA gene, partial sequence"	Ornithinicoccus
ASV159	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus		"Uncultured bacterium clone 1513 16S ribosomal RNA gene, partial sequence"	Lactobacillus kunkeei
ASV160	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas		"Sphingomonas sp. strain HM20 16S ribosomal RNA gene, partial sequence"	Sphingomonas
ASV161	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella		"Uncultured organism clone 8306 16S ribosomal RNA gene, partial sequence"	Gaiella
ASV162	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	yunnanensis	"Uncultured prokaryote clone Otu00486 16S ribosomal RNA gene, partial sequence"	Sphingomonas
ASV163	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Romboutsia		"Uncultured bacterium clone A588 16S ribosomal RNA gene, partial sequence"	Romboutsia
ASV164	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Brevibacteriaceae	Brevibacterium		"Uncultured bacterium clone 16S(V3-V4)-437 16S ribosomal RNA gene, partial sequence"	Brevibacterium
ASV165	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Family_Mitochondria		"Uncultured bacterium clone A1724 16S ribosomal RNA gene, partial sequence"	Family_Mitochondria
ASV166	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium		"Mycobacterium sp. strain 2-1-4 16S ribosomal RNA gene, partial sequence"	Mycobacterium
ASV167	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Family_Mitochondria		"Rotheca serrata mitochondrion, complete genome"	Family_Mitochondria
ASV168	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter		"Acinetobacter sp. NEB 394 chromosome, complete genome"	Acinetobacter
ASV169	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	Family_Vermiphilaceae		"Vermiphilus pyriformis isolate Vp-TW EDP 1 16S ribosomal RNA gene, partial sequence"	Family_Vermiphilaceae
ASV170	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter		"Bacterium strain BH2S4 16S ribosomal RNA gene, partial sequence"	Acinetobacter
ASV171	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Piscinibacter		"Piscinibacter sp. Se1Pw_2999 gene for 16S rRNA, partial sequence"	Piscinibacter
ASV172	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Nesterenkonia		"Uncultured Nesterenkonia sp. clone OTU30 16S ribosomal RNA gene, partial sequence"	Nesterenkonia
ASV173	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter		"Citrobacter freundii strain ZY198 chromosome, complete genome"	Citrobacter
ASV174	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Methylibium		"Uncultured microorganism clone uncultured_Burkholderiales_OTU1100 16S ribosomal RNA gene, partial sequence"	Methylibium
ASV175	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus		"Lactobacillus sp. B3_7MCO2 16S ribosomal RNA gene, partial sequence"	Lactobacillus Firm4
ASV176	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas		"Pseudomonas gessardii strain SeaQual_P_B791/1 16S ribosomal RNA gene, partial sequence"	Pseudomonas
ASV177	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Micrococcus		"Micrococcus sp. strain GAMAL13 TSBA 16S ribosomal RNA gene, partial sequence"	Micrococcus
ASV178	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Family_Mitochondria		Orobanche austrohispanica clone Oaus-c739 genomic sequence	Family_Mitochondria
ASV179	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	ozensis	"Lactobacillus ozensis JCM 17196 gene for 16S rRNA, partial sequence"	Lactobacillus
ASV180	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Rheinheimera	coerulea	"Pararheinheimera mesophila strain KR2-11 16S ribosomal RNA gene, partial sequence"	Rheinheimera
ASV181	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Sediminibacterium		"Uncultured bacterium clone PL2-212 16S ribosomal RNA gene, partial sequence"	Sediminibacterium
ASV182	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas		"Uncultured bacterium gene for 16S ribosomal RNA, partial sequence, OTU: SPG-63"	Sphingomonas
ASV183	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Proteus		"Proteus mirabilis strain HN2p chromosome HN2p, complete sequence"	Proteus
ASV184	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Fructobacillus		"Fructobacillus fructosus strain DPC7235 16S ribosomal RNA gene, partial sequence"	Fructobacillus
ASV185	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	melaninogenica	"Prevotella melaninogenica strain KCOM 3143 (=JS250) 16S ribosomal RNA gene, partial sequence"	Prevotella
ASV186	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas		"Uncultured bacterium clone 16S(V3-V4)-845 16S ribosomal RNA gene, partial sequence"	Brevundimonas
ASV187	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus		"Cupriavidus sp. strain A19T1-60D-R-033 R 16S ribosomal RNA gene, partial sequence"	Cupriavidus
ASV188	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Nesterenkonia	alkaliphila	"Nesterenkonia alkaliphila strain F10 16S ribosomal RNA gene, partial sequence"	Nesterenkonia
ASV189	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus		"Uncultured Staphylococcus sp. clone MN3211_D10 16S ribosomal RNA gene, partial sequence"	Staphylococcus
ASV190	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	Pajaroellobacter		"Uncultured bacterium clone dryAD1912 16S ribosomal RNA gene, partial sequence"	Pajaroellobacter
ASV191	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Family_Mitochondria		"Malus domestica cultivar Yantai fuji 8 mitochondrion, complete genome"	Family_Mitochondria
ASV192	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SM2D12	Family_SM2D12		"Uncultured bacterium clone js2293 16S ribosomal RNA gene, partial sequence"	Family_SM2D12
ASV193	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Dermabacteraceae	Brachybacterium		"Uncultured bacterium clone A23 16S ribosomal RNA gene, partial sequence"	Brachybacterium
ASV194	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Dietziaceae	Dietzia		"Dietzia maris strain 367-2 16S ribosomal RNA gene, partial sequence"	Dietzia
ASV195	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Cutibacterium		"Cutibacterium acnes strain 3265 16S ribosomal RNA gene, partial sequence"	Cutibacterium
ASV196	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Dietziaceae	Dietzia		"Uncultured bacterium clone 16S(V3-V4)-442 16S ribosomal RNA gene, partial sequence"	Dietzia
ASV197	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Family_Caulobacteraceae		"Uncultured bacterium clone ASBud30 16S ribosomal RNA gene, partial sequence"	Family_Caulobacteraceae
ASV198	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Alkanindiges	illinoisensis	"Uncultured bacterium clone TSCW_OTU_038 16S ribosomal RNA gene, partial sequence"	Alkanindiges
ASV199	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Brevibacteriaceae	Brevibacterium		"Brevibacterium sediminis strain YJGP525 16S ribosomal RNA gene, partial sequence"	Brevibacterium
ASV200	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylobacterium-Methylorubrum		"Methylorubrum extorquens strain B44 16S ribosomal RNA gene, partial sequence"	Methylobacterium-Methylorubrum
ASV201	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Citricoccus		"Citricoccus sp. strain L20 16S ribosomal RNA gene, partial sequence"	Citricoccus
ASV202	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Lawsonella	clevelandensis	"Uncultured bacterium clone OTU_14 16S ribosomal RNA gene, partial sequence"	Lawsonella
ASV203	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Family_Mitochondria		"Echinacanthus longipes voucher IBSC:F.Peng P16102201 chloroplast, complete genome"	Family_Mitochondria
ASV204	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Undibacterium	oligocarboniphilum	"Uncultured bacterium clone ASV105 16S ribosomal RNA gene, partial sequence"	Undibacterium
ASV205	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylobacterium-Methylorubrum		"Uncultured Methylobacterium sp. clone OTU26 16S ribosomal RNA gene, partial sequence"	Methylobacterium-Methylorubrum
ASV206	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus		"Uncultured Bacilli bacterium clone SHOC688 16S ribosomal RNA gene, partial sequence"	Lactobacillus kunkeei
ASV207	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Order_Frankiales	Order_Frankiales		"Uncultured bacterium clone nck79g07c1 16S ribosomal RNA gene, partial sequence"	Order_Frankiales
ASV208	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Roseomonas		"Roseomonas mucosa strain 1910ICU262 16S ribosomal RNA gene, partial sequence"	Roseomonas
ASV209	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Sporosarcina		"Uncultured bacterium clone AD715 16S ribosomal RNA gene, partial sequence"	Sporosarcina
ASV210	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Family_Mitochondria		"Allium cepa mitochondrion, partial genome"	Family_Mitochondria
ASV211	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Arsenophonus		"Uncultured bacterium clone 16S_rRNA_OTU_OTU699 16S ribosomal RNA gene, partial sequence"	Arsenophonus
ASV212	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Order_Enterobacterales	Order_Enterobacterales		"Enterobacteriaceae bacterium BA-234 gene for 16S ribosomal RNA, partial sequence"	Order_Enterobacterales
ASV213	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Family_Mitochondria		"Uncultured bacterium clone OTU_9347 16S ribosomal RNA gene, partial sequence"	Family_Mitochondria
ASV214	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia		"Uncultured bacterium clone A159 16S ribosomal RNA gene, partial sequence"	Massilia
ASV215	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Sediminibacterium		"Uncultured bacterium clone ASV63 16S ribosomal RNA gene, partial sequence"	Sediminibacterium
ASV216	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Order_Chloroplast	Order_Chloroplast		"Astragalus gummifer chloroplast, complete genome"	Order_Chloroplast
ASV217	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	floricola	"Lactobacillus floricola JCM 16512 gene for 16S rRNA, partial sequence"	Lactobacillus
ASV218	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	Order_0319-6G20	Order_0319-6G20		"Uncultured bacterium clone ASBud46 16S ribosomal RNA gene, partial sequence"	Order_0319-6G20
ASV219	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Leifsonia		"Leifsonia shinshuensis strain HZLJC 2-13 16S ribosomal RNA gene, partial sequence"	Leifsonia
ASV220	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Family_Mitochondria		"Lotus japonicus B-129 mitochondrial DNA, complete genome"	Family_Mitochondria
ASV221	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylobacterium-Methylorubrum		"Uncultured bacterium clone HL15-27 16S ribosomal RNA gene, partial sequence"	Methylobacterium-Methylorubrum
ASV222	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Family_Sphingomonadaceae		"Sphingomonas adhaesiva JCM 7370 gene for 16S ribosomal RNA, partial sequence"	Family_Sphingomonadaceae
ASV223	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium		"Microbacterium sp. strain T133 16S ribosomal RNA gene, partial sequence"	Microbacterium
ASV224	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Rathayibacter		"Uncultured bacterium clone A415 16S ribosomal RNA gene, partial sequence"	Rathayibacter
ASV225	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas		"Uncultured bacterium clone 16S(V3-V4)-845 16S ribosomal RNA gene, partial sequence"	Brevundimonas
ASV226	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas		"Sphingomonas aestuarii strain DSJ-1 16S ribosomal RNA gene, partial sequence"	Sphingomonas
ASV227	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium sensu stricto 1		"Clostridium sp. G060 gene for 16S ribosomal RNA, partial sequence"	Clostridium sensu stricto 1
ASV228	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium		"Rhizobium sp. strain MadaFrogSkinBac.DB-.1415 16S ribosomal RNA gene, partial sequence"	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium
ASV229	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Order_Chloroplast	Order_Chloroplast		"Populus davidiana chloroplast, complete genome"	Order_Chloroplast
ASV230	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Vulcaniibacterium		"Uncultured proteobacterium clone OTU32 16S ribosomal RNA gene, partial sequence"	Vulcaniibacterium
ASV231	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Family_Mitochondria		"Paraprenanthes diversifolia mitochondrion, complete genome"	Family_Mitochondria
ASV232	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium		"Sphingobium sp. strain RC42 16S ribosomal RNA gene, partial sequence"	Sphingobium
ASV233	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Family_Staphylococcaceae		"Staphylococcus aureus strain goat isolated 16S ribosomal RNA gene, partial sequence"	Family_Staphylococcaceae
ASV234	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Nesterenkonia	lacusekhoensis	"Uncultured actinobacterium clone OTU23 16S ribosomal RNA gene, partial sequence"	Nesterenkonia
ASV235	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Azospira	oryzae	"Uncultured Azospira sp. clone TERI PRE JH1 B38 16S ribosomal RNA gene, partial sequence."	Azospira
ASV236	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Clostridioides		"Uncultured prokaryote clone OTU0401 16S ribosomal RNA gene, partial sequence"	Clostridioides
ASV237	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Virgibacillus	halotolerans	"Virgibacillus halotolerans strain QT364 16S ribosomal RNA gene, partial sequence"	Virgibacillus
ASV238	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter		"Bacterium strain BH2S2 16S ribosomal RNA gene, partial sequence"	Acinetobacter
ASV239	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Pedomicrobium	ferrugineum	"Uncultured bacterium clone CP_Otu1672 16S ribosomal RNA gene, partial sequence"	Pedomicrobium
ASV240	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Arsenophonus		"Uncultured bacterium clone 16S_rRNA_OTU_OTU699 16S ribosomal RNA gene, partial sequence"	Arsenophonus
