	Kingdom	Phylum	Class	Order	Family	Genus	Species	Blast	Annotated
ASV544	Bacteria	Chloroflexi	KD4-96	Class_KD4-96	Class_KD4-96	Class_KD4-96		"Uncultured bacterium clone OTU_12014 16S ribosomal RNA gene, partial sequence"	Class_KD4-96
ASV545	Bacteria	Actinobacteriota	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces		"Streptomyces sp. strain BGP49 16S ribosomal RNA gene, partial sequence"	Streptomyces
ASV546	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae	OLB17		"Uncultured bacterium clone CDAR26 16S ribosomal RNA gene, partial sequence"	OLB17
ASV547	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Candidatus Ovatusbacter		"Uncultured bacterium clone ELA_111314_OTU_2647 16S ribosomal RNA gene, partial sequence"	Candidatus Ovatusbacter
ASV548	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Brevibacteriaceae	Brevibacterium		"Brevibacterium sediminis strain YJGP525 16S ribosomal RNA gene, partial sequence"	Brevibacterium
ASV549	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Intrasporangiaceae	Family_Intrasporangiaceae		uncultured bacterium partial 16S rRNA gene	Family_Intrasporangiaceae
ASV550	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Bryocella		"Uncultured Acidobacteria bacterium clone R3.0067 16S ribosomal RNA gene, partial sequence"	Bryocella
ASV551	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter		"Uncultured bacterium clone dongzytff42677 16S ribosomal RNA gene, partial sequence"	Solirubrobacter
ASV552	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	Family_67-14		"Uncultured bacterium clone A1306 16S ribosomal RNA gene, partial sequence"	Family_67-14
ASV553	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides		"Uncultured microorganism clone uncultured_Nocardioides_sp._OTU0812 16S ribosomal RNA gene, partial sequence"	Nocardioides
ASV554	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Agromyces		"Uncultured bacterium clone A427 16S ribosomal RNA gene, partial sequence"	Agromyces
ASV555	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Terrisporobacter		"Uncultured bacterium clone 0N21hL113 16S ribosomal RNA gene, partial sequence"	Terrisporobacter
ASV556	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Solibacillus		"Uncultured prokaryote clone Otu03021 16S ribosomal RNA gene, partial sequence"	Solibacillus
ASV557	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Rummeliibacillus	pycnus	"Rummeliibacillus sp. strain TYF005 16S ribosomal RNA gene, partial sequence"	Rummeliibacillus
ASV558	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pectobacteriaceae	Lonsdalea		"Pectobacterium sp. strain 41-3 16S ribosomal RNA gene, partial sequence"	Lonsdalea
ASV559	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Leuconostoc		"Leuconostoc mesenteroides subsp. mesenteroides strain CBA3607 chromosome, complete genome"	Leuconostoc
ASV560	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Luteolibacter		"Uncultured Luteolibacter sp. clone OTU00004 16S ribosomal RNA gene, partial sequence"	Luteolibacter
ASV561	Bacteria	Actinobacteriota	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces		"Streptomyces sp. strain PKS25 16S ribosomal RNA gene, partial sequence"	Streptomyces
ASV562	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Tessaracoccus		uncultured bacterium partial 16S rRNA gene	Tessaracoccus
ASV563	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Chryseobacterium		"Chryseobacterium sp. NEB161 chromosome, complete genome"	Chryseobacterium
ASV564	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Order_Chloroplast	Order_Chloroplast		"Teesdalia nudicaulis chloroplast, complete genome"	Order_Chloroplast
ASV565	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium		"Flavobacterium sp. strain NJ-jeju-1016 16S ribosomal RNA gene, partial sequence"	Flavobacterium
ASV566	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Tsukamurellaceae	Tsukamurella		"Uncultured bacterium clone A2011 16S ribosomal RNA gene, partial sequence"	Tsukamurella
ASV567	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Family_Planococcaceae		"Bacillus sp. (in: Bacteria) strain RCPS5 16S ribosomal RNA gene, partial sequence"	Family_Planococcaceae
ASV568	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Bhargavaea		"Bacillus funiculus strain VPS3 16S ribosomal RNA gene, partial sequence"	Bhargavaea
ASV569	Bacteria	Firmicutes	Bacilli	Entomoplasmatales	Entomoplasmataceae	Mesoplasma	syrphidae	"Mesoplasma syrphidae strain YJS chromosome, complete genome"	Mesoplasma
ASV570	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus		"Streptococcus sp. Marseille-Q2617 partial 16S rRNA gene, strain Marseille-Q2617"	Streptococcus
ASV571	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	flava	"Sphingomonas sediminicola strain 0B26 16S ribosomal RNA gene, partial sequence"	Sphingomonas
ASV572	Bacteria	Proteobacteria	Gammaproteobacteria	Cardiobacteriales	Wohlfahrtiimonadaceae	Wohlfahrtiimonas	chitiniclastica	"Wohlfahrtiimonas sp. strain 6a2R-MA08 16S ribosomal RNA gene, partial sequence"	Wohlfahrtiimonas
ASV573	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Order_Chloroplast	Order_Chloroplast		"Teesdalia nudicaulis chloroplast, complete genome"	Order_Chloroplast
ASV574	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus		"Paenibacillus rhizovicinus strain 14171R-81 chromosome, complete genome"	Paenibacillus
ASV575	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Micromonospora		"Uncultured bacterium clone 6.6G_273165 16S ribosomal RNA gene, partial sequence"	Micromonospora
ASV576	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Sporacetigenium	mesophilum	"Sporacetigenium mesophilum strain CBA7507 16S ribosomal RNA gene, partial sequence"	Sporacetigenium
ASV577	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Marmoricola		"Uncultured actinobacterium clone Paddy_500_9305 16S ribosomal RNA gene, partial sequence"	Marmoricola
ASV578	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	1174-901-12		"Rhizobiales bacterium LE-106 gene for 16S ribosomal RNA, partial sequence"	1174-901-12
ASV579	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Nocardiaceae	Gordonia		"Gordonia sp. strain R9 16S ribosomal RNA gene, partial sequence"	Gordonia
ASV580	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Lysinibacillus		"Uncultured bacterium clone AD892 16S ribosomal RNA gene, partial sequence"	Lysinibacillus
ASV581	Bacteria	Proteobacteria	Alphaproteobacteria	Tistrellales	Geminicoccaceae	Candidatus Alysiosphaera		"Uncultured bacterium clone A1088 16S ribosomal RNA gene, partial sequence"	Candidatus Alysiosphaera
ASV582	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Couchioplanes		"Actinoplanes sp. strain T74 16S ribosomal RNA gene, partial sequence"	Couchioplanes
ASV583	Bacteria	Proteobacteria	Gammaproteobacteria	Class_Gammaproteobacteria	Class_Gammaproteobacteria	Class_Gammaproteobacteria		"Uncultured bacterium clone KTB3641 16S ribosomal RNA gene, partial sequence"	Class_Gammaproteobacteria
ASV584	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Dermabacteraceae	Brachybacterium		"Brachybacterium paraconglomeratum strain YJGR34 16S ribosomal RNA gene, partial sequence"	Brachybacterium
ASV585	Bacteria	Actinobacteriota	Actinobacteria	Streptosporangiales	Nocardiopsaceae	Family_Nocardiopsaceae		"Uncultured microorganism clone uncultured_Nocardiopsaceae_OTU0674 16S ribosomal RNA gene, partial sequence"	Family_Nocardiopsaceae
ASV586	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Psychrobacillus		"Psychrobacillus sp. strain B43 16S ribosomal RNA gene, partial sequence"	Psychrobacillus
ASV587	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	maris	"Uncultured prokaryote clone Otu02069 16S ribosomal RNA gene, partial sequence"	Corynebacterium
ASV588	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Pleomorphomonadaceae	Chthonobacter		"Methylobrevis sp. strain 5_AG270_1 16S ribosomal RNA gene, partial sequence"	Chthonobacter
ASV589	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Family_Propionibacteriaceae		"Uncultured bacterium clone RodItRt2af_H11 16S ribosomal RNA gene, partial sequence"	Family_Propionibacteriaceae
ASV590	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Intrasporangiaceae	Janibacter		"Janibacter cremeus strain S5-TSA-18 16S ribosomal RNA gene, partial sequence"	Janibacter
ASV591	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Family_Mitochondria		"Phytophthora sp. novaeguinee culture ICMP:19637 mitochondrion, complete genome"	Family_Mitochondria
ASV592	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Rothia	mucilaginosa	"Rothia mucilaginosa strain 899 16S ribosomal RNA gene, partial sequence"	Rothia
ASV593	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Terrisporobacter	mayombei	uncultured bacterium partial 16S rRNA gene	Terrisporobacter
ASV594	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Geodermatophilaceae	Modestobacter		"Modestobacter muralis strain CsDWF-238 16S ribosomal RNA gene, partial sequence"	Modestobacter
ASV595	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia-Caballeronia-Paraburkholderia		"Uncultured bacterium clone OTU74 16S ribosomal RNA gene, partial sequence"	Burkholderia-Caballeronia-Paraburkholderia
ASV596	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides		"Uncultured bacterium clone 2837 16S ribosomal RNA gene, partial sequence"	Nocardioides
ASV597	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas		"Halomonas alimentaria strain HO-A25 16S ribosomal RNA gene, partial sequence"	Halomonas
ASV598	Bacteria	Firmicutes	Bacilli	Bacillales	Order_Bacillales	Order_Bacillales		"Uncultured organism clone 2399 16S ribosomal RNA gene, partial sequence"	Order_Bacillales
ASV599	Bacteria	Actinobacteriota	Acidimicrobiia	Class_Acidimicrobiia	Class_Acidimicrobiia	Class_Acidimicrobiia		"Uncultured bacterium clone dongzy2tff17742 16S ribosomal RNA gene, partial sequence"	Class_Acidimicrobiia
ASV600	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Candidatus Nitrocosmicus		"Uncultured bacterium clone A464 16S ribosomal RNA gene, partial sequence"	Candidatus Nitrocosmicus
ASV601	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	prausnitzii	"Uncultured bacterium clone A29 16S ribosomal RNA gene, partial sequence"	Faecalibacterium
ASV602	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Family_Mitochondria		"Uncultured bacterium clone A6YP17RM small subunit ribosomal RNA gene, partial sequence"	Family_Mitochondria
ASV603	Bacteria	Actinobacteriota	Actinobacteria	Streptomycetales	Streptomycetaceae	Family_Streptomycetaceae		"Streptomyces sp. strain PU-14G 16S ribosomal RNA gene, partial sequence"	Family_Streptomycetaceae
ASV604	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Family_Rhodobacteraceae		"Paracoccus sp. strain 2R27 16S ribosomal RNA gene, partial sequence"	Family_Rhodobacteraceae
ASV605	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Family_Acetobacteraceae		"Uncultured bacterium clone B737_GOR35 16S ribosomal RNA gene, partial sequence"	Family_Acetobacteraceae
ASV606	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Family_Paenibacillaceae		"Paenibacillaceae bacterium strain SCSIO 60788 16S ribosomal RNA gene, partial sequence"	Family_Paenibacillaceae
ASV607	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Psychroglaciecola		"Uncultured bacterium clone 14.2G_63164 16S ribosomal RNA gene, partial sequence"	Psychroglaciecola
ASV608	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Intrasporangiaceae	Aquipuribacter		"Aquipuribacter sp. strain AS51 16S ribosomal RNA gene, partial sequence"	Aquipuribacter
ASV609	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Order_Chloroplast	Order_Chloroplast		"Teesdalia nudicaulis chloroplast, complete genome"	Order_Chloroplast
ASV610	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Chroococcidiopsaceae	Family_Chroococcidiopsaceae		"Chroococcidiopsis sp. UFS-A4UI-NPMV4-B4 clone B4 16S ribosomal RNA gene, partial sequence; 16S-23S ribosomal RNA intergenic spacer, complete sequence; and 23S ribosomal RNA gene, partial sequence"	Family_Chroococcidiopsaceae
ASV611	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Lysinibacillus		"Uncultured bacterium clone 2007WL_16S_OTU_4527 16S ribosomal RNA gene, partial sequence"	Lysinibacillus
ASV612	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Galbitalea		"Microbacteriaceae bacterium So3Ps_1892 gene for 16S rRNA, partial sequence"	Galbitalea
ASV613	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Aquabacterium		"Uncultured bacterium clone AD507 16S ribosomal RNA gene, partial sequence"	Aquabacterium
ASV614	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Order_Vicinamibacterales	Order_Vicinamibacterales		"Uncultured bacterium clone 16S(V3+V4)-331 16S ribosomal RNA gene, partial sequence"	Order_Vicinamibacterales
ASV615	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Order_Chloroplast	Order_Chloroplast		"Teesdalia nudicaulis chloroplast, complete genome"	Order_Chloroplast
ASV616	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Order_Chloroplast	Order_Chloroplast		"Capparis spinosa var. ovata chloroplast, complete genome"	Order_Chloroplast
ASV617	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter		"Uncultured bacterium clone OTU_1069 16S ribosomal RNA gene, partial sequence"	Conexibacter
ASV618	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia		"Massilia violaceinigra strain BaTD-379 16S ribosomal RNA gene, partial sequence"	Massilia
ASV619	Bacteria	Chloroflexi	KD4-96	Class_KD4-96	Class_KD4-96	Class_KD4-96		"Uncultured bacterium clone OTU_106 16S ribosomal RNA gene, partial sequence"	Class_KD4-96
ASV620	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Sporomusaceae	Anaerospora		"Uncultured bacterium clone 4114 16S ribosomal RNA gene, partial sequence"	Anaerospora
ASV621	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Friedmanniella		"Microlunatus lacustris strain YZJR07 16S ribosomal RNA gene, partial sequence"	Friedmanniella
ASV622	Bacteria	Actinobacteriota	Actinobacteria	Kineosporiales	Kineosporiaceae	Pseudokineococcus		"Uncultured bacterium clone denovo17796 16S ribosomal RNA gene, partial sequence"	Pseudokineococcus
ASV623	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Aeromicrobium		"Uncultured bacterium clone Otu12422 16S ribosomal RNA gene, partial sequence"	Aeromicrobium
ASV624	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	1959-1		"Uncultured prokaryote gene for urease, partial sequence, 16S_OTU:5095"	1959-1
ASV625	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Order_Chloroplast	Order_Chloroplast		"Trifolium grandiflorum plastid, complete genome"	Order_Chloroplast
ASV626	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Actinomycetospora		"Uncultured prokaryote clone 1221 16S ribosomal RNA gene, partial sequence"	Actinomycetospora
ASV627	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Planosporangium		"Uncultured bacterium clone dongzy2tff40843 16S ribosomal RNA gene, partial sequence"	Planosporangium
ASV628	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Family_Micrococcaceae		"Arthrobacter sp. strain 2203 16S ribosomal RNA gene, partial sequence"	Family_Micrococcaceae
ASV629	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Aeromicrobium	tamlense	"Uncultured prokaryote clone OTU1811 16S ribosomal RNA gene, partial sequence"	Aeromicrobium
ASV630	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Fructobacillus		"Fructobacillus tropaeoli strain PA_G(L)2 16S ribosomal RNA gene, partial sequence"	Fructobacillus
ASV631	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Fibrella		"Uncultured bacterium clone KTTB4029 16S ribosomal RNA gene, partial sequence"	Fibrella
ASV632	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Cellulomonadaceae	Cellulomonas		"Cellulomonas sp. strain SYSU_D00347 16S ribosomal RNA gene, partial sequence"	Cellulomonas
ASV633	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia		"Pseudonocardia sp. So20-587 gene for 16S ribosomal RNA, partial sequence"	Pseudonocardia
ASV634	Bacteria	Chloroflexi	Anaerolineae	Ardenticatenales	Ardenticatenaceae	Family_Ardenticatenaceae		"Uncultured bacterium clone Otu176 16S ribosomal RNA gene, partial sequence"	Family_Ardenticatenaceae
ASV635	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter		"Acinetobacter johnsonii strain cqsV8 16S ribosomal RNA gene, partial sequence"	Acinetobacter
ASV636	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales Incertae Sedis	Bauldia		"Uncultured bacterium clone denovo1135 16S ribosomal RNA gene, partial sequence"	Bauldia
ASV637	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus		"Lactobacillus apis strain S1-6-15 16S ribosomal RNA gene, partial sequence"	Lactobacillus Firm5
ASV638	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Order_Chloroplast	Order_Chloroplast		"Chelidonium majus chloroplast, complete genome"	Order_Chloroplast
ASV639	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Family_Mitochondria		"Plasmopara viticola mitochondrion, complete genome"	Family_Mitochondria
ASV640	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Leuconostoc		"Leuconostoc mesenteroides subsp. jonggajibkimchii strain 1980 16S ribosomal RNA gene, partial sequence"	Leuconostoc
ASV641	Bacteria	Firmicutes	Bacilli	Bacillales	Order_Bacillales	Order_Bacillales		"Uncultured bacterium clone 2.2G_168900 16S ribosomal RNA gene, partial sequence"	Order_Bacillales
ASV642	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Order_Chloroplast	Order_Chloroplast		"Uncultured bacterium clone 4962 16S ribosomal RNA gene, partial sequence"	Order_Chloroplast
ASV643	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas		"Uncultured Sphingomonas sp. gene for 16S ribosomal RNA, partial sequence, clone: OM_18"	Sphingomonas
ASV644	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Geodermatophilaceae	Klenkia		"Bacterium BII-R1 partial 16S rRNA gene, isolate BII-R1"	Klenkia
ASV645	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Nocardiaceae	Rhodococcus		"Rhodococcus sp. strain SL93 16S ribosomal RNA gene, partial sequence"	Rhodococcus
ASV646	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Domibacillus		"Bacillus sp. (in: Bacteria) strain dm126 16S ribosomal RNA gene, partial sequence"	Domibacillus
ASV647	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter		"Uncultured bacterium clone A1183 16S ribosomal RNA gene, partial sequence"	Caulobacter
ASV648	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus		"Streptococcus lutetiensis strain not clooected 16S ribosomal RNA gene, partial sequence"	Streptococcus
ASV649	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Family_Isosphaeraceae		"Uncultured bacterium clone 3722 16S ribosomal RNA gene, partial sequence"	Family_Isosphaeraceae
ASV650	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellula		"Uncultured bacterium clone 2007WL_16S_OTU_1062 16S ribosomal RNA gene, partial sequence"	Pirellula
ASV651	Bacteria	Acidobacteriota	Blastocatellia	Nov-24	Order_11-24	Order_11-24		"Uncultured bacterium clone 6385 16S ribosomal RNA gene, partial sequence"	Order_11-24
ASV652	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides		"Nocardioides baekrokdamisoli KCTC 39748 DNA, complete genome"	Nocardioides
ASV653	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Actinophytocola		"Uncultured bacterium clone A753 16S ribosomal RNA gene, partial sequence"	Actinophytocola
ASV654	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Lysinibacillus		"Lysinibacillus massiliensis strain EB184 16S ribosomal RNA gene, partial sequence"	Lysinibacillus
ASV655	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Acetitomaculum		"Uncultured prokaryote clone Otu02335 16S ribosomal RNA gene, partial sequence"	Acetitomaculum
ASV656	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae NK3A20 group		"Uncultured bacterium clone NR_B2_10 16S ribosomal RNA gene, partial sequence"	Lachnospiraceae NK3A20 group
ASV657	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Family_Mitochondria		"Pseudocrossidium replicatum strain PS1_B mitochondrion, complete genome"	Family_Mitochondria
ASV658	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	cynarae	"Uncultured bacterium clone A48 16S ribosomal RNA gene, partial sequence"	Sphingomonas
ASV659	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Halobacillus		"Halobacillus marinus strain BJ-4 16S ribosomal RNA gene, partial sequence"	Halobacillus
ASV660	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas		"Brevundimonas sp. R3 16S ribosomal RNA gene, partial sequence"	Brevundimonas
ASV661	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylobacterium-Methylorubrum		"Uncultured Methylobacterium sp. clone OTU26 16S ribosomal RNA gene, partial sequence"	Methylobacterium-Methylorubrum
ASV662	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Order_Chloroplast	Order_Chloroplast		"Macrothelypteris torresiana chloroplast, complete genome"	Order_Chloroplast
ASV663	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium		"Corynebacterium diphtheriae isolate FRC0190 genome assembly, chromosome: 1"	Corynebacterium
ASV664	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	1174-901-12		"Rhizobiales bacterium LE-175 gene for 16S ribosomal RNA, partial sequence"	1174-901-12
ASV665	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Agromyces		"Uncultured bacterium clone A427 16S ribosomal RNA gene, partial sequence"	Agromyces
ASV666	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Veillonellaceae	Veillonella	parvula	"Uncultured bacterium clone A1033 16S ribosomal RNA gene, partial sequence"	Veillonella
ASV667	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Patulibacter	minatonensis	"Patulibacter sp. strain YMA_12 16S ribosomal RNA gene, partial sequence"	Patulibacter
ASV668	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Geodermatophilaceae	Klenkia		"Uncultured bacterium clone A769 16S ribosomal RNA gene, partial sequence"	Klenkia
ASV669	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus		"Uncultured Lactobacillus sp. clone B10.043E2 16S ribosomal RNA gene, partial sequence"	Lactobacillus
ASV670	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Order_Chloroplast	Order_Chloroplast		"Uncultured Chlorophyta partial 16S rRNA gene, clone 10_E7"	Order_Chloroplast
ASV671	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Microvirga		"Uncultured bacterium clone CP_Otu2019 16S ribosomal RNA gene, partial sequence"	Microvirga
ASV672	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter		"Acinetobacter septicus strain AS002 16S ribosomal RNA gene, partial sequence"	Acinetobacter
ASV673	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Acidibacter		"Uncultured bacterium clone dongzy2tff8142 16S ribosomal RNA gene, partial sequence"	Acidibacter
ASV674	Bacteria	Actinobacteriota	Actinobacteria	Streptosporangiales	Thermomonosporaceae	Family_Thermomonosporaceae		"Uncultured bacterium clone dongzy2tff15344 16S ribosomal RNA gene, partial sequence"	Family_Thermomonosporaceae
ASV675	Bacteria	Actinobacteriota	Acidimicrobiia	IMCC26256	Order_IMCC26256	Order_IMCC26256		"Uncultured bacterium clone A1559 16S ribosomal RNA gene, partial sequence"	Order_IMCC26256
ASV676	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Hathewaya	histolytica	"Hathewaya histolytica JCM 11013 gene for 16S ribosomal RNA, partial sequence"	Hathewaya
ASV677	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	Family_JG30-KF-CM45		"Uncultured bacterium clone denovo32317 16S ribosomal RNA gene, partial sequence"	Family_JG30-KF-CM45
